Time	y(t)
0.2080	0.023213
0.2090	0.023445
0.2100	0.023678
0.2110	0.023912
0.2120	0.024148
0.2130	0.024385
0.2140	0.024623
0.2150	0.024862
0.2160	0.025102
0.2170	0.025344
0.2180	0.025587
0.2190	0.025831
0.2200	0.026077
0.2210	0.026323
0.2220	0.026571
0.2230	0.026821
0.2240	0.027071
0.2250	0.027323
0.2260	0.027576
0.2270	0.027830
0.2280	0.028085
0.2290	0.028342
0.2300	0.028600
0.2310	0.028859
0.2320	0.029120
0.2330	0.029381
0.2340	0.029644
0.2350	0.029909
0.2360	0.030174
0.2370	0.030441
0.2380	0.030709
0.2390	0.030979
0.2400	0.031249
0.2410	0.031521
0.2420	0.031794
0.2430	0.032069
0.2440	0.032344
0.2450	0.032621
0.2460	0.032900
0.2470	0.033179
0.2480	0.033460
0.2490	0.033742
0.2500	0.034025
0.2510	0.034310
0.2520	0.034596
0.2530	0.034883
0.2540	0.035172
0.2550	0.035462
0.2560	0.035753
0.2570	0.036045
0.2580	0.036339
0.2590	0.036634
0.2600	0.036930
0.2610	0.037228
0.2620	0.037527
0.2630	0.037827
0.2640	0.038128
0.2650	0.038431
0.2660	0.038735
0.2670	0.039040
0.2680	0.039347
0.2690	0.039655
0.2700	0.039964
0.2710	0.040275
0.2720	0.040587
0.2730	0.040900
0.2740	0.041215
0.2750	0.041531
0.2760	0.041848
0.2770	0.042166
0.2780	0.042486
0.2790	0.042807
0.2800	0.043130
0.2810	0.043454
0.2820	0.043779
0.2830	0.044105
0.2840	0.044433
0.2850	0.044762
0.2860	0.045092
0.2870	0.045424
0.2880	0.045757
0.2890	0.046092
0.2900	0.046427
0.2910	0.046765
0.2920	0.047103
0.2930	0.047443
0.2940	0.047784
0.2950	0.048126
0.2960	0.048470
0.2970	0.048815
0.2980	0.049162
0.2990	0.049510
0.3000	0.049859
0.3010	0.050209
0.3020	0.050561
0.3030	0.050914
0.3040	0.051269
0.3050	0.051625
0.3060	0.051982
0.3070	0.052341
0.3080	0.052701
0.3090	0.053062
0.3100	0.053425
0.3110	0.053789
0.3120	0.054155
0.3130	0.054522
0.3140	0.054890
0.3150	0.055259
0.3160	0.055630
0.3170	0.056003
0.3180	0.056376
0.3190	0.056751
0.3200	0.057128
0.3210	0.057506
0.3220	0.057885
0.3230	0.058265
0.3240	0.058647
0.3250	0.059031
0.3260	0.059415
0.3270	0.059801
0.3280	0.060189
0.3290	0.060578
0.3300	0.060968
0.3310	0.061360
0.3320	0.061753
0.3330	0.062147
0.3340	0.062543
0.3350	0.062940
0.3360	0.063339
0.3370	0.063739
0.3380	0.064141
0.3390	0.064543
0.3400	0.064948
0.3410	0.065353
0.3420	0.065760
0.3430	0.066169
0.3440	0.066579
0.3450	0.066990
0.3460	0.067403
0.3470	0.067817
0.3480	0.068232
0.3490	0.068649
0.3500	0.069068
0.3510	0.069487
0.3520	0.069909
0.3530	0.070331
0.3540	0.070755
0.3550	0.071181
0.3560	0.071608
0.3570	0.072036
0.3580	0.072466
0.3590	0.072897
0.3600	0.073329
0.3610	0.073763
0.3620	0.074199
0.3630	0.074636
0.3640	0.075074
0.3650	0.075514
0.3660	0.075955
0.3670	0.076398
0.3680	0.076842
0.3690	0.077288
0.3700	0.077735
0.3710	0.078183
0.3720	0.078633
0.3730	0.079084
0.3740	0.079537
0.3750	0.079991
0.3760	0.080447
0.3770	0.080904
0.3780	0.081363
0.3790	0.081823
0.3800	0.082285
0.3810	0.082748
0.3820	0.083212
0.3830	0.083678
0.3840	0.084145
0.3850	0.084614
0.3860	0.085085
0.3870	0.085556
0.3880	0.086030
0.3890	0.086505
0.3900	0.086981
0.3910	0.087459
0.3920	0.087938
0.3930	0.088418
0.3940	0.088901
0.3950	0.089384
0.3960	0.089869
0.3970	0.090356
0.3980	0.090844
0.3990	0.091334
0.4000	0.091825
0.4010	0.092317
0.4020	0.092811
0.4030	0.093307
0.4040	0.093804
0.4050	0.094303
0.4060	0.094803
0.4070	0.095304
0.4080	0.095807
0.4090	0.096312
0.4100	0.096818
0.4110	0.097325
0.4120	0.097834
0.4130	0.098345
0.4140	0.098857
0.4150	0.099371
0.4160	0.099886
0.4170	0.100403
0.4180	0.100921
0.4190	0.101440
0.4200	0.101962
0.4210	0.102484
0.4220	0.103009
0.4230	0.103534
0.4240	0.104062
0.4250	0.104590
0.4260	0.105121
0.4270	0.105653
0.4280	0.106186
0.4290	0.106721
0.4300	0.107258
0.4310	0.107796
0.4320	0.108335
0.4330	0.108876
0.4340	0.109419
0.4350	0.109963
0.4360	0.110509
0.4370	0.111056
0.4380	0.111605
0.4390	0.112155
0.4400	0.112707
0.4410	0.113261
0.4420	0.113816
0.4430	0.114372
0.4440	0.114930
0.4450	0.115490
0.4460	0.116051
0.4470	0.116614
0.4480	0.117179
0.4490	0.117745
0.4500	0.118312
0.4510	0.118881
0.4520	0.119452
0.4530	0.120024
0.4540	0.120598
0.4550	0.121173
0.4560	0.121750
0.4570	0.122329
0.4580	0.122909
0.4590	0.123491
0.4600	0.124074
0.4610	0.124659
0.4620	0.125245
0.4630	0.125833
0.4640	0.126423
0.4650	0.127014
0.4660	0.127607
0.4670	0.128201
0.4680	0.128797
0.4690	0.129395
0.4700	0.129994
0.4710	0.130595
0.4720	0.131197
0.4730	0.131801
0.4740	0.132407
0.4750	0.133014
0.4760	0.133623
0.4770	0.134233
0.4780	0.134845
0.4790	0.135459
0.4800	0.136074
0.4810	0.136691
0.4820	0.137310
0.4830	0.137930
0.4840	0.138552
0.4850	0.139175
0.4860	0.139800
0.4870	0.140427
0.4880	0.141055
0.4890	0.141685
0.4900	0.142316
0.4910	0.142949
0.4920	0.143584
0.4930	0.144221
0.4940	0.144859
0.4950	0.145498
0.4960	0.146140
0.4970	0.146783
0.4980	0.147427
0.4990	0.148073
0.5000	0.148721
0.5010	0.149371
0.5020	0.150022
0.5030	0.150675
0.5040	0.151329
0.5050	0.151986
0.5060	0.152643
0.5070	0.153303
0.5080	0.153964
0.5090	0.154627
0.5100	0.155291
0.5110	0.155957
0.5120	0.156625
0.5130	0.157295
0.5140	0.157966
0.5150	0.158639
0.5160	0.159313
0.5170	0.159989
0.5180	0.160667
0.5190	0.161346
0.5200	0.162028
0.5210	0.162711
0.5220	0.163395
0.5230	0.164081
0.5240	0.164769
0.5250	0.165459
0.5260	0.166150
0.5270	0.166843
0.5280	0.167538
0.5290	0.168234
0.5300	0.168932
0.5310	0.169632
0.5320	0.170334
0.5330	0.171037
0.5340	0.171742
0.5350	0.172448
0.5360	0.173157
0.5370	0.173867
0.5380	0.174578
0.5390	0.175292
0.5400	0.176007
0.5410	0.176724
0.5420	0.177442
0.5430	0.178163
0.5440	0.178885
0.5450	0.179608
0.5460	0.180334
0.5470	0.181061
0.5480	0.181790
0.5490	0.182521
0.5500	0.183253
0.5510	0.183987
0.5520	0.184723
0.5530	0.185461
0.5540	0.186200
0.5550	0.186941
0.5560	0.187684
0.5570	0.188428
0.5580	0.189175
0.5590	0.189923
0.5600	0.190673
0.5610	0.191424
0.5620	0.192177
0.5630	0.192932
0.5640	0.193689
0.5650	0.194448
0.5660	0.195208
0.5670	0.195970
0.5680	0.196734
0.5690	0.197500
0.5700	0.198267
0.5710	0.199036
0.5720	0.199807
0.5730	0.200580
0.5740	0.201354
0.5750	0.202131
0.5760	0.202909
0.5770	0.203688
0.5780	0.204470
0.5790	0.205253
0.5800	0.206038
0.5810	0.206825
0.5820	0.207614
0.5830	0.208405
0.5840	0.209197
0.5850	0.209991
0.5860	0.210787
0.5870	0.211585
0.5880	0.212384
0.5890	0.213185
0.5900	0.213988
0.5910	0.214793
0.5920	0.215600
0.5930	0.216409
0.5940	0.217219
0.5950	0.218031
0.5960	0.218845
0.5970	0.219661
0.5980	0.220478
0.5990	0.221298
0.6000	0.222119
0.6010	0.222942
0.6020	0.223767
0.6030	0.224593
0.6040	0.225422
0.6050	0.226252
0.6060	0.227084
0.6070	0.227918
0.6080	0.228754
0.6090	0.229592
0.6100	0.230431
0.6110	0.231273
0.6120	0.232116
0.6130	0.232961
0.6140	0.233808
0.6150	0.234657
0.6160	0.235507
0.6170	0.236360
0.6180	0.237214
0.6190	0.238070
0.6200	0.238928
0.6210	0.239788
0.6220	0.240650
0.6230	0.241513
0.6240	0.242379
0.6250	0.243246
0.6260	0.244115
0.6270	0.244986
0.6280	0.245859
0.6290	0.246734
0.6300	0.247611
0.6310	0.248489
0.6320	0.249370
0.6330	0.250252
0.6340	0.251136
0.6350	0.252022
0.6360	0.252910
0.6370	0.253800
0.6380	0.254692
0.6390	0.255585
0.6400	0.256481
0.6410	0.257378
0.6420	0.258278
0.6430	0.259179
0.6440	0.260082
0.6450	0.260987
0.6460	0.261894
0.6470	0.262803
0.6480	0.263714
0.6490	0.264626
0.6500	0.265541
0.6510	0.266457
0.6520	0.267376
0.6530	0.268296
0.6540	0.269218
0.6550	0.270143
0.6560	0.271069
0.6570	0.271997
0.6580	0.272927
0.6590	0.273859
0.6600	0.274792
0.6610	0.275728
0.6620	0.276666
0.6630	0.277605
0.6640	0.278547
0.6650	0.279491
0.6660	0.280436
0.6670	0.281383
0.6680	0.282333
0.6690	0.283284
0.6700	0.284237
0.6710	0.285193
0.6720	0.286150
0.6730	0.287109
0.6740	0.288070
0.6750	0.289033
0.6760	0.289998
0.6770	0.290965
0.6780	0.291934
0.6790	0.292905
0.6800	0.293878
0.6810	0.294853
0.6820	0.295829
0.6830	0.296808
0.6840	0.297789
0.6850	0.298772
0.6860	0.299757
0.6870	0.300743
0.6880	0.301732
0.6890	0.302723
0.6900	0.303716
0.6910	0.304710
0.6920	0.305707
0.6930	0.306706
0.6940	0.307706
0.6950	0.308709
0.6960	0.309714
0.6970	0.310721
0.6980	0.311729
0.6990	0.312740
0.7000	0.313753
0.7010	0.314767
0.7020	0.315784
0.7030	0.316803
0.7040	0.317824
0.7050	0.318847
0.7060	0.319872
0.7070	0.320898
0.7080	0.321927
0.7090	0.322958
0.7100	0.323991
0.7110	0.325026
0.7120	0.326063
0.7130	0.327102
0.7140	0.328144
0.7150	0.329187
0.7160	0.330232
0.7170	0.331279
0.7180	0.332328
0.7190	0.333380
0.7200	0.334433
0.7210	0.335489
0.7220	0.336546
0.7230	0.337606
0.7240	0.338667
0.7250	0.339731
0.7260	0.340797
0.7270	0.341865
0.7280	0.342935
0.7290	0.344007
0.7300	0.345081
0.7310	0.346157
0.7320	0.347235
0.7330	0.348315
0.7340	0.349398
0.7350	0.350482
0.7360	0.351569
0.7370	0.352657
0.7380	0.353748
0.7390	0.354841
0.7400	0.355936
0.7410	0.357032
0.7420	0.358132
0.7430	0.359233
0.7440	0.360336
0.7450	0.361441
0.7460	0.362549
0.7470	0.363659
0.7480	0.364770
0.7490	0.365884
0.7500	0.367000
0.7510	0.368118
0.7520	0.369238
0.7530	0.370361
0.7540	0.371485
0.7550	0.372612
0.7560	0.373740
0.7570	0.374871
0.7580	0.376004
0.7590	0.377139
0.7600	0.378276
0.7610	0.379416
0.7620	0.380557
0.7630	0.381701
0.7640	0.382846
0.7650	0.383994
0.7660	0.385144
0.7670	0.386297
0.7680	0.387451
0.7690	0.388608
0.7700	0.389766
0.7710	0.390927
0.7720	0.392090
0.7730	0.393255
0.7740	0.394423
0.7750	0.395592
0.7760	0.396764
0.7770	0.397938
0.7780	0.399114
0.7790	0.400292
0.7800	0.401472
0.7810	0.402655
0.7820	0.403840
0.7830	0.405027
0.7840	0.406216
0.7850	0.407407
0.7860	0.408600
0.7870	0.409796
0.7880	0.410994
0.7890	0.412194
0.7900	0.413396
0.7910	0.414601
0.7920	0.415808
0.7930	0.417017
0.7940	0.418228
0.7950	0.419441
0.7960	0.420657
0.7970	0.421874
0.7980	0.423094
0.7990	0.424316
0.8000	0.425541
0.8010	0.426768
0.8020	0.427996
0.8030	0.429228
0.8040	0.430461
0.8050	0.431696
0.8060	0.432934
0.8070	0.434174
0.8080	0.435417
0.8090	0.436661
0.8100	0.437908
0.8110	0.439157
0.8120	0.440408
0.8130	0.441662
0.8140	0.442918
0.8150	0.444176
0.8160	0.445436
0.8170	0.446699
0.8180	0.447963
0.8190	0.449230
0.8200	0.450500
0.8210	0.451771
0.8220	0.453045
0.8230	0.454322
0.8240	0.455600
0.8250	0.456881
0.8260	0.458164
0.8270	0.459449
0.8280	0.460737
0.8290	0.462027
0.8300	0.463319
0.8310	0.464613
0.8320	0.465910
0.8330	0.467209
0.8340	0.468510
0.8350	0.469814
0.8360	0.471120
0.8370	0.472428
0.8380	0.473739
0.8390	0.475052
0.8400	0.476367
0.8410	0.477685
0.8420	0.479004
0.8430	0.480327
0.8440	0.481651
0.8450	0.482978
0.8460	0.484307
0.8470	0.485638
0.8480	0.486972
0.8490	0.488308
0.8500	0.489647
0.8510	0.490988
0.8520	0.492331
0.8530	0.493676
0.8540	0.495024
0.8550	0.496374
0.8560	0.497727
0.8570	0.499082
0.8580	0.500439
0.8590	0.501799
0.8600	0.503161
0.8610	0.504525
0.8620	0.505892
0.8630	0.507261
0.8640	0.508632
0.8650	0.510006
0.8660	0.511382
0.8670	0.512761
0.8680	0.514142
0.8690	0.515525
0.8700	0.516911
0.8710	0.518299
0.8720	0.519689
0.8730	0.521082
0.8740	0.522478
0.8750	0.523875
0.8760	0.525275
0.8770	0.526678
0.8780	0.528083
0.8790	0.529490
0.8800	0.530900
0.8810	0.532312
0.8820	0.533726
0.8830	0.535143
0.8840	0.536563
0.8850	0.537984
0.8860	0.539409
0.8870	0.540835
0.8880	0.542264
0.8890	0.543696
0.8900	0.545130
0.8910	0.546566
0.8920	0.548005
0.8930	0.549446
0.8940	0.550890
0.8950	0.552336
0.8960	0.553784
0.8970	0.555235
0.8980	0.556689
0.8990	0.558145
0.9000	0.559603
0.9010	0.561064
0.9020	0.562527
0.9030	0.563993
0.9040	0.565461
0.9050	0.566932
0.9060	0.568405
0.9070	0.569881
0.9080	0.571359
0.9090	0.572839
0.9100	0.574323
0.9110	0.575808
0.9120	0.577296
0.9130	0.578787
0.9140	0.580280
0.9150	0.581775
0.9160	0.583273
0.9170	0.584774
0.9180	0.586277
0.9190	0.587782
0.9200	0.589290
0.9210	0.590801
0.9220	0.592314
0.9230	0.593830
0.9240	0.595348
0.9250	0.596868
0.9260	0.598391
0.9270	0.599917
0.9280	0.601445
0.9290	0.602976
0.9300	0.604509
0.9310	0.606045
0.9320	0.607583
0.9330	0.609124
0.9340	0.610668
0.9350	0.612213
0.9360	0.613762
0.9370	0.615313
0.9380	0.616867
0.9390	0.618423
0.9400	0.619981
0.9410	0.621543
0.9420	0.623107
0.9430	0.624673
0.9440	0.626242
0.9450	0.627813
0.9460	0.629387
0.9470	0.630964
0.9480	0.632543
0.9490	0.634125
0.9500	0.635710
0.9510	0.637297
0.9520	0.638886
0.9530	0.640478
0.9540	0.642073
0.9550	0.643671
0.9560	0.645271
0.9570	0.646873
0.9580	0.648478
0.9590	0.650086
0.9600	0.651696
0.9610	0.653309
0.9620	0.654925
0.9630	0.656543
0.9640	0.658164
0.9650	0.659788
0.9660	0.661414
0.9670	0.663042
0.9680	0.664674
0.9690	0.666308
0.9700	0.667944
0.9710	0.669584
0.9720	0.671226
0.9730	0.672870
0.9740	0.674517
0.9750	0.676167
0.9760	0.677820
0.9770	0.679475
0.9780	0.681133
0.9790	0.682793
0.9800	0.684456
0.9810	0.686122
0.9820	0.687790
0.9830	0.689462
0.9840	0.691135
0.9850	0.692812
0.9860	0.694491
0.9870	0.696173
0.9880	0.697857
0.9890	0.699545
0.9900	0.701234
0.9910	0.702927
0.9920	0.704622
0.9930	0.706320
0.9940	0.708021
0.9950	0.709724
0.9960	0.711430
0.9970	0.713139
0.9980	0.714851
0.9990	0.716565
1.0000	0.718282
1.0010	0.720001
1.0020	0.721724
1.0030	0.723449
1.0040	0.725177
1.0050	0.726907
1.0060	0.728641
1.0070	0.730377
1.0080	0.732115
1.0090	0.733857
1.0100	0.735601
1.0110	0.737348
1.0120	0.739098
1.0130	0.740850
1.0140	0.742605
1.0150	0.744363
1.0160	0.746124
1.0170	0.747888
1.0180	0.749654
1.0190	0.751423
1.0200	0.753195
1.0210	0.754969
1.0220	0.756747
1.0230	0.758527
1.0240	0.760310
1.0250	0.762095
1.0260	0.763884
1.0270	0.765675
1.0280	0.767469
1.0290	0.769266
1.0300	0.771066
1.0310	0.772868
1.0320	0.774674
1.0330	0.776482
1.0340	0.778293
1.0350	0.780106
1.0360	0.781923
1.0370	0.783742
1.0380	0.785564
1.0390	0.787389
1.0400	0.789217
1.0410	0.791048
1.0420	0.792881
1.0430	0.794717
1.0440	0.796557
1.0450	0.798399
1.0460	0.800243
1.0470	0.802091
1.0480	0.803942
1.0490	0.805795
1.0500	0.807651
1.0510	0.809510
1.0520	0.811372
1.0530	0.813237
1.0540	0.815105
1.0550	0.816975
1.0560	0.818849
1.0570	0.820725
1.0580	0.822604
1.0590	0.824486
1.0600	0.826371
1.0610	0.828259
1.0620	0.830150
1.0630	0.832043
1.0640	0.833940
1.0650	0.835839
1.0660	0.837741
1.0670	0.839646
1.0680	0.841555
1.0690	0.843466
1.0700	0.845379
1.0710	0.847296
1.0720	0.849216
1.0730	0.851139
1.0740	0.853064
1.0750	0.854993
1.0760	0.856924
1.0770	0.858859
1.0780	0.860796
1.0790	0.862736
1.0800	0.864680
1.0810	0.866626
1.0820	0.868575
1.0830	0.870527
1.0840	0.872482
1.0850	0.874440
1.0860	0.876401
1.0870	0.878365
1.0880	0.880331
1.0890	0.882301
1.0900	0.884274
1.0910	0.886250
1.0920	0.888229
1.0930	0.890210
1.0940	0.892195
1.0950	0.894183
1.0960	0.896173
1.0970	0.898167
1.0980	0.900164
1.0990	0.902163
1.1000	0.904166
1.1010	0.906172
1.1020	0.908180
1.1030	0.910192
1.1040	0.912207
1.1050	0.914224
1.1060	0.916245
1.1070	0.918269
1.1080	0.920296
1.1090	0.922326
1.1100	0.924358
1.1110	0.926394
1.1120	0.928433
1.1130	0.930475
1.1140	0.932520
1.1150	0.934568
1.1160	0.936619
1.1170	0.938673
1.1180	0.940731
1.1190	0.942791
1.1200	0.944854
1.1210	0.946921
1.1220	0.948990
1.1230	0.951063
1.1240	0.953138
1.1250	0.955217
1.1260	0.957299
1.1270	0.959383
1.1280	0.961471
1.1290	0.963562
1.1300	0.965657
1.1310	0.967754
1.1320	0.969854
1.1330	0.971957
1.1340	0.974064
1.1350	0.976174
1.1360	0.978286
1.1370	0.980402
1.1380	0.982521
1.1390	0.984643
1.1400	0.986768
1.1410	0.988897
1.1420	0.991028
1.1430	0.993163
1.1440	0.995300
1.1450	0.997441
1.1460	0.999585
1.1470	1.001733
1.1480	1.003883
1.1490	1.006036
1.1500	1.008193
1.1510	1.010353
1.1520	1.012516
1.1530	1.014682
1.1540	1.016851
1.1550	1.019023
1.1560	1.021199
1.1570	1.023378
1.1580	1.025560
1.1590	1.027745
1.1600	1.029933
1.1610	1.032125
1.1620	1.034320
1.1630	1.036517
1.1640	1.038719
1.1650	1.040923
1.1660	1.043130
1.1670	1.045341
1.1680	1.047555
1.1690	1.049772
1.1700	1.051993
1.1710	1.054216
1.1720	1.056443
1.1730	1.058673
1.1740	1.060906
1.1750	1.063143
1.1760	1.065383
1.1770	1.067626
1.1780	1.069872
1.1790	1.072121
1.1800	1.074374
1.1810	1.076630
1.1820	1.078889
1.1830	1.081152
1.1840	1.083418
1.1850	1.085687
1.1860	1.087959
1.1870	1.090235
1.1880	1.092514
1.1890	1.094796
1.1900	1.097081
1.1910	1.099370
1.1920	1.101662
1.1930	1.103957
1.1940	1.106256
1.1950	1.108558
1.1960	1.110863
1.1970	1.113171
1.1980	1.115483
1.1990	1.117798
1.2000	1.120117
1.2010	1.122439
1.2020	1.124764
1.2030	1.127092
1.2040	1.129424
1.2050	1.131759
1.2060	1.134098
1.2070	1.136439
1.2080	1.138784
1.2090	1.141133
1.2100	1.143485
1.2110	1.145840
1.2120	1.148198
1.2130	1.150560
1.2140	1.152925
1.2150	1.155294
1.2160	1.157666
1.2170	1.160041
1.2180	1.162420
1.2190	1.164802
1.2200	1.167188
1.2210	1.169577
1.2220	1.171969
1.2230	1.174365
1.2240	1.176764
1.2250	1.179166
1.2260	1.181572
1.2270	1.183981
1.2280	1.186394
1.2290	1.188810
1.2300	1.191230
1.2310	1.193652
1.2320	1.196079
1.2330	1.198509
1.2340	1.200942
1.2350	1.203379
1.2360	1.205819
1.2370	1.208262
1.2380	1.210709
1.2390	1.213160
1.2400	1.215613
1.2410	1.218071
1.2420	1.220532
1.2430	1.222996
1.2440	1.225464
1.2450	1.227935
1.2460	1.230409
1.2470	1.232888
1.2480	1.235369
1.2490	1.237854
1.2500	1.240343
1.2510	1.242835
1.2520	1.245331
1.2530	1.247830
1.2540	1.250332
1.2550	1.252838
1.2560	1.255348
1.2570	1.257861
1.2580	1.260378
1.2590	1.262898
1.2600	1.265421
1.2610	1.267949
1.2620	1.270479
1.2630	1.273014
1.2640	1.275551
1.2650	1.278093
1.2660	1.280638
1.2670	1.283186
1.2680	1.285738
1.2690	1.288293
1.2700	1.290853
1.2710	1.293415
1.2720	1.295981
1.2730	1.298551
1.2740	1.301124
1.2750	1.303701
1.2760	1.306282
1.2770	1.308866
1.2780	1.311454
1.2790	1.314045
1.2800	1.316640
1.2810	1.319238
1.2820	1.321840
1.2830	1.324446
1.2840	1.327055
1.2850	1.329668
1.2860	1.332284
1.2870	1.334905
1.2880	1.337528
1.2890	1.340156
1.2900	1.342787
1.2910	1.345421
1.2920	1.348059
1.2930	1.350701
1.2940	1.353347
1.2950	1.355996
1.2960	1.358649
1.2970	1.361305
1.2980	1.363965
1.2990	1.366629
1.3000	1.369297
1.3010	1.371968
1.3020	1.374643
1.3030	1.377321
1.3040	1.380003
1.3050	1.382689
1.3060	1.385379
1.3070	1.388072
1.3080	1.390769
1.3090	1.393469
1.3100	1.396174
1.3110	1.398882
1.3120	1.401593
1.3130	1.404309
1.3140	1.407028
1.3150	1.409751
1.3160	1.412478
1.3170	1.415208
1.3180	1.417942
1.3190	1.420680
1.3200	1.423421
1.3210	1.426167
1.3220	1.428916
1.3230	1.431669
1.3240	1.434425
1.3250	1.437185
1.3260	1.439949
1.3270	1.442717
1.3280	1.445489
1.3290	1.448264
1.3300	1.451043
1.3310	1.453826
1.3320	1.456613
1.3330	1.459404
1.3340	1.462198
1.3350	1.464996
1.3360	1.467798
1.3370	1.470604
1.3380	1.473413
1.3390	1.476226
1.3400	1.479044
1.3410	1.481864
1.3420	1.484689
1.3430	1.487518
1.3440	1.490350
1.3450	1.493187
1.3460	1.496027
1.3470	1.498871
1.3480	1.501718
1.3490	1.504570
1.3500	1.507426
1.3510	1.510285
1.3520	1.513148
1.3530	1.516015
1.3540	1.518886
1.3550	1.521761
1.3560	1.524640
1.3570	1.527522
1.3580	1.530409
1.3590	1.533299
1.3600	1.536193
1.3610	1.539091
1.3620	1.541993
1.3630	1.544899
1.3640	1.547809
1.3650	1.550723
1.3660	1.553641
1.3670	1.556562
1.3680	1.559488
1.3690	1.562417
1.3700	1.565351
1.3710	1.568288
1.3720	1.571229
1.3730	1.574174
1.3740	1.577124
1.3750	1.580077
1.3760	1.583034
1.3770	1.585995
1.3780	1.588960
1.3790	1.591929
1.3800	1.594902
1.3810	1.597879
1.3820	1.600859
1.3830	1.603844
1.3840	1.606833
1.3850	1.609826
1.3860	1.612823
1.3870	1.615824
1.3880	1.618828
1.3890	1.621837
1.3900	1.624850
1.3910	1.627867
1.3920	1.630888
1.3930	1.633913
1.3940	1.636942
1.3950	1.639975
1.3960	1.643012
1.3970	1.646053
