# y(x) values
#  x		y_numerical		y_analytic
0.00000		-20.00000		-20.00000
0.00010		-19.97528		-19.97528
0.00020		-19.95057		-19.95057
0.00030		-19.92587		-19.92587
0.00040		-19.90117		-19.90117
0.00050		-19.87648		-19.87648
0.00060		-19.85181		-19.85181
0.00070		-19.82714		-19.82714
0.00080		-19.80248		-19.80248
0.00090		-19.77782		-19.77782
0.00100		-19.75318		-19.75318
0.00110		-19.72854		-19.72854
0.00120		-19.70392		-19.70392
0.00130		-19.67930		-19.67930
0.00140		-19.65469		-19.65469
0.00150		-19.63008		-19.63008
0.00160		-19.60549		-19.60549
0.00170		-19.58090		-19.58090
0.00180		-19.55633		-19.55633
0.00190		-19.53176		-19.53176
0.00200		-19.50720		-19.50720
0.00210		-19.48265		-19.48265
0.00220		-19.45810		-19.45810
0.00230		-19.43357		-19.43357
0.00240		-19.40904		-19.40904
0.00250		-19.38452		-19.38452
0.00260		-19.36001		-19.36001
0.00270		-19.33551		-19.33551
0.00280		-19.31101		-19.31101
0.00290		-19.28653		-19.28653
0.00300		-19.26205		-19.26205
0.00310		-19.23758		-19.23758
0.00320		-19.21312		-19.21312
0.00330		-19.18867		-19.18867
0.00340		-19.16422		-19.16422
0.00350		-19.13979		-19.13979
0.00360		-19.11536		-19.11536
0.00370		-19.09094		-19.09094
0.00380		-19.06653		-19.06653
0.00390		-19.04213		-19.04213
0.00400		-19.01773		-19.01773
0.00410		-18.99335		-18.99335
0.00420		-18.96897		-18.96897
0.00430		-18.94460		-18.94460
0.00440		-18.92024		-18.92024
0.00450		-18.89588		-18.89588
0.00460		-18.87154		-18.87154
0.00470		-18.84720		-18.84720
0.00480		-18.82287		-18.82287
0.00490		-18.79855		-18.79855
0.00500		-18.77424		-18.77424
0.00510		-18.74994		-18.74994
0.00520		-18.72564		-18.72564
0.00530		-18.70136		-18.70136
0.00540		-18.67708		-18.67708
0.00550		-18.65281		-18.65281
0.00560		-18.62854		-18.62854
0.00570		-18.60429		-18.60429
0.00580		-18.58004		-18.58004
0.00590		-18.55580		-18.55580
0.00600		-18.53157		-18.53157
0.00610		-18.50735		-18.50735
0.00620		-18.48314		-18.48314
0.00630		-18.45893		-18.45893
0.00640		-18.43474		-18.43474
0.00650		-18.41055		-18.41055
0.00660		-18.38637		-18.38637
0.00670		-18.36219		-18.36219
0.00680		-18.33803		-18.33803
0.00690		-18.31387		-18.31387
0.00700		-18.28973		-18.28973
0.00710		-18.26559		-18.26559
0.00720		-18.24145		-18.24145
0.00730		-18.21733		-18.21733
0.00740		-18.19322		-18.19322
0.00750		-18.16911		-18.16911
0.00760		-18.14501		-18.14501
0.00770		-18.12092		-18.12092
0.00780		-18.09683		-18.09683
0.00790		-18.07276		-18.07276
0.00800		-18.04869		-18.04869
0.00810		-18.02463		-18.02463
0.00820		-18.00058		-18.00058
0.00830		-17.97654		-17.97654
0.00840		-17.95251		-17.95251
0.00850		-17.92848		-17.92848
0.00860		-17.90446		-17.90446
0.00870		-17.88045		-17.88045
0.00880		-17.85645		-17.85645
0.00890		-17.83246		-17.83246
0.00900		-17.80847		-17.80847
0.00910		-17.78450		-17.78450
0.00920		-17.76053		-17.76053
0.00930		-17.73656		-17.73656
0.00940		-17.71261		-17.71261
0.00950		-17.68867		-17.68867
0.00960		-17.66473		-17.66473
0.00970		-17.64080		-17.64080
0.00980		-17.61688		-17.61688
0.00990		-17.59297		-17.59297
0.01000		-17.56906		-17.56906
0.01010		-17.54516		-17.54516
0.01020		-17.52128		-17.52128
0.01030		-17.49739		-17.49739
0.01040		-17.47352		-17.47352
0.01050		-17.44966		-17.44966
0.01060		-17.42580		-17.42580
0.01070		-17.40195		-17.40195
0.01080		-17.37811		-17.37811
0.01090		-17.35428		-17.35428
0.01100		-17.33045		-17.33045
0.01110		-17.30664		-17.30664
0.01120		-17.28283		-17.28283
0.01130		-17.25903		-17.25903
0.01140		-17.23524		-17.23524
0.01150		-17.21145		-17.21145
0.01160		-17.18767		-17.18767
0.01170		-17.16391		-17.16391
0.01180		-17.14015		-17.14015
0.01190		-17.11639		-17.11639
0.01200		-17.09265		-17.09265
0.01210		-17.06891		-17.06891
0.01220		-17.04518		-17.04518
0.01230		-17.02146		-17.02146
0.01240		-16.99775		-16.99775
0.01250		-16.97404		-16.97404
0.01260		-16.95035		-16.95035
0.01270		-16.92666		-16.92666
0.01280		-16.90298		-16.90298
0.01290		-16.87930		-16.87930
0.01300		-16.85564		-16.85564
0.01310		-16.83198		-16.83198
0.01320		-16.80833		-16.80833
0.01330		-16.78469		-16.78469
0.01340		-16.76106		-16.76106
0.01350		-16.73743		-16.73743
0.01360		-16.71382		-16.71382
0.01370		-16.69021		-16.69021
0.01380		-16.66660		-16.66660
0.01390		-16.64301		-16.64301
0.01400		-16.61943		-16.61943
0.01410		-16.59585		-16.59585
0.01420		-16.57228		-16.57228
0.01430		-16.54872		-16.54872
0.01440		-16.52516		-16.52516
0.01450		-16.50161		-16.50161
0.01460		-16.47808		-16.47808
0.01470		-16.45455		-16.45455
0.01480		-16.43102		-16.43102
0.01490		-16.40751		-16.40751
0.01500		-16.38400		-16.38400
0.01510		-16.36050		-16.36050
0.01520		-16.33701		-16.33701
0.01530		-16.31353		-16.31353
0.01540		-16.29005		-16.29005
0.01550		-16.26658		-16.26658
0.01560		-16.24312		-16.24312
0.01570		-16.21967		-16.21967
0.01580		-16.19623		-16.19623
0.01590		-16.17279		-16.17279
0.01600		-16.14936		-16.14936
0.01610		-16.12594		-16.12594
0.01620		-16.10253		-16.10253
0.01630		-16.07913		-16.07913
0.01640		-16.05573		-16.05573
0.01650		-16.03234		-16.03234
0.01660		-16.00896		-16.00896
0.01670		-15.98558		-15.98558
0.01680		-15.96222		-15.96222
0.01690		-15.93886		-15.93886
0.01700		-15.91551		-15.91551
0.01710		-15.89217		-15.89217
0.01720		-15.86883		-15.86883
0.01730		-15.84551		-15.84551
0.01740		-15.82219		-15.82219
0.01750		-15.79888		-15.79888
0.01760		-15.77557		-15.77557
0.01770		-15.75228		-15.75228
0.01780		-15.72899		-15.72899
0.01790		-15.70571		-15.70571
0.01800		-15.68244		-15.68244
0.01810		-15.65917		-15.65917
0.01820		-15.63592		-15.63592
0.01830		-15.61267		-15.61267
0.01840		-15.58942		-15.58942
0.01850		-15.56619		-15.56619
0.01860		-15.54297		-15.54297
0.01870		-15.51975		-15.51975
0.01880		-15.49654		-15.49654
0.01890		-15.47333		-15.47333
0.01900		-15.45014		-15.45014
0.01910		-15.42695		-15.42695
0.01920		-15.40377		-15.40377
0.01930		-15.38060		-15.38060
0.01940		-15.35744		-15.35744
0.01950		-15.33428		-15.33428
0.01960		-15.31113		-15.31113
0.01970		-15.28799		-15.28799
0.01980		-15.26486		-15.26486
0.01990		-15.24173		-15.24173
0.02000		-15.21861		-15.21861
0.02010		-15.19550		-15.19550
0.02020		-15.17240		-15.17240
0.02030		-15.14931		-15.14931
0.02040		-15.12622		-15.12622
0.02050		-15.10314		-15.10314
0.02060		-15.08007		-15.08007
0.02070		-15.05701		-15.05701
0.02080		-15.03395		-15.03395
0.02090		-15.01090		-15.01090
0.02100		-14.98786		-14.98786
0.02110		-14.96483		-14.96483
0.02120		-14.94180		-14.94180
0.02130		-14.91878		-14.91878
0.02140		-14.89577		-14.89577
0.02150		-14.87277		-14.87277
0.02160		-14.84977		-14.84977
0.02170		-14.82679		-14.82679
0.02180		-14.80381		-14.80381
0.02190		-14.78083		-14.78083
0.02200		-14.75787		-14.75787
0.02210		-14.73491		-14.73491
0.02220		-14.71196		-14.71196
0.02230		-14.68902		-14.68902
0.02240		-14.66609		-14.66609
0.02250		-14.64316		-14.64316
0.02260		-14.62024		-14.62024
0.02270		-14.59733		-14.59733
0.02280		-14.57443		-14.57443
0.02290		-14.55153		-14.55153
0.02300		-14.52864		-14.52864
0.02310		-14.50576		-14.50576
0.02320		-14.48289		-14.48289
0.02330		-14.46002		-14.46002
0.02340		-14.43717		-14.43717
0.02350		-14.41431		-14.41431
0.02360		-14.39147		-14.39147
0.02370		-14.36864		-14.36864
0.02380		-14.34581		-14.34581
0.02390		-14.32299		-14.32299
0.02400		-14.30018		-14.30018
0.02410		-14.27737		-14.27737
0.02420		-14.25457		-14.25457
0.02430		-14.23178		-14.23178
0.02440		-14.20900		-14.20900
0.02450		-14.18623		-14.18623
0.02460		-14.16346		-14.16346
0.02470		-14.14070		-14.14070
0.02480		-14.11795		-14.11795
0.02490		-14.09520		-14.09520
0.02500		-14.07246		-14.07246
0.02510		-14.04973		-14.04973
0.02520		-14.02701		-14.02701
0.02530		-14.00430		-14.00430
0.02540		-13.98159		-13.98159
0.02550		-13.95889		-13.95889
0.02560		-13.93620		-13.93620
0.02570		-13.91351		-13.91351
0.02580		-13.89084		-13.89084
0.02590		-13.86817		-13.86817
0.02600		-13.84550		-13.84550
0.02610		-13.82285		-13.82285
0.02620		-13.80020		-13.80020
0.02630		-13.77756		-13.77756
0.02640		-13.75493		-13.75493
0.02650		-13.73230		-13.73230
0.02660		-13.70969		-13.70969
0.02670		-13.68708		-13.68708
0.02680		-13.66447		-13.66447
0.02690		-13.64188		-13.64188
0.02700		-13.61929		-13.61929
0.02710		-13.59671		-13.59671
0.02720		-13.57414		-13.57414
0.02730		-13.55157		-13.55157
0.02740		-13.52902		-13.52902
0.02750		-13.50647		-13.50647
0.02760		-13.48392		-13.48392
0.02770		-13.46139		-13.46139
0.02780		-13.43886		-13.43886
0.02790		-13.41634		-13.41634
0.02800		-13.39383		-13.39383
0.02810		-13.37132		-13.37132
0.02820		-13.34882		-13.34882
0.02830		-13.32633		-13.32633
0.02840		-13.30385		-13.30385
0.02850		-13.28137		-13.28137
0.02860		-13.25890		-13.25890
0.02870		-13.23644		-13.23644
0.02880		-13.21399		-13.21399
0.02890		-13.19154		-13.19154
0.02900		-13.16910		-13.16910
0.02910		-13.14667		-13.14667
0.02920		-13.12425		-13.12425
0.02930		-13.10183		-13.10183
0.02940		-13.07942		-13.07942
0.02950		-13.05702		-13.05702
0.02960		-13.03462		-13.03462
0.02970		-13.01224		-13.01224
0.02980		-12.98986		-12.98986
0.02990		-12.96748		-12.96748
0.03000		-12.94512		-12.94512
0.03010		-12.92276		-12.92276
0.03020		-12.90041		-12.90041
0.03030		-12.87807		-12.87807
0.03040		-12.85573		-12.85573
0.03050		-12.83340		-12.83340
0.03060		-12.81108		-12.81108
0.03070		-12.78877		-12.78877
0.03080		-12.76646		-12.76646
0.03090		-12.74416		-12.74416
0.03100		-12.72187		-12.72187
0.03110		-12.69958		-12.69958
0.03120		-12.67731		-12.67731
0.03130		-12.65504		-12.65504
0.03140		-12.63277		-12.63277
0.03150		-12.61052		-12.61052
0.03160		-12.58827		-12.58827
0.03170		-12.56603		-12.56603
0.03180		-12.54380		-12.54380
0.03190		-12.52157		-12.52157
0.03200		-12.49935		-12.49935
0.03210		-12.47714		-12.47714
0.03220		-12.45493		-12.45493
0.03230		-12.43274		-12.43274
0.03240		-12.41055		-12.41055
0.03250		-12.38836		-12.38836
0.03260		-12.36619		-12.36619
0.03270		-12.34402		-12.34402
0.03280		-12.32186		-12.32186
0.03290		-12.29971		-12.29971
0.03300		-12.27756		-12.27756
0.03310		-12.25542		-12.25542
0.03320		-12.23329		-12.23329
0.03330		-12.21117		-12.21117
0.03340		-12.18905		-12.18905
0.03350		-12.16694		-12.16694
0.03360		-12.14484		-12.14484
0.03370		-12.12274		-12.12274
0.03380		-12.10065		-12.10065
0.03390		-12.07857		-12.07857
0.03400		-12.05650		-12.05650
0.03410		-12.03443		-12.03443
0.03420		-12.01237		-12.01237
0.03430		-11.99032		-11.99032
0.03440		-11.96827		-11.96827
0.03450		-11.94624		-11.94624
0.03460		-11.92421		-11.92421
0.03470		-11.90218		-11.90218
0.03480		-11.88017		-11.88017
0.03490		-11.85816		-11.85816
0.03500		-11.83616		-11.83616
0.03510		-11.81416		-11.81416
0.03520		-11.79217		-11.79217
0.03530		-11.77019		-11.77019
0.03540		-11.74822		-11.74822
0.03550		-11.72626		-11.72626
0.03560		-11.70430		-11.70430
0.03570		-11.68235		-11.68235
0.03580		-11.66040		-11.66040
0.03590		-11.63846		-11.63846
0.03600		-11.61653		-11.61653
0.03610		-11.59461		-11.59461
0.03620		-11.57270		-11.57270
0.03630		-11.55079		-11.55079
0.03640		-11.52889		-11.52889
0.03650		-11.50699		-11.50699
0.03660		-11.48510		-11.48510
0.03670		-11.46322		-11.46322
0.03680		-11.44135		-11.44135
0.03690		-11.41949		-11.41949
0.03700		-11.39763		-11.39763
0.03710		-11.37578		-11.37578
0.03720		-11.35393		-11.35393
0.03730		-11.33209		-11.33209
0.03740		-11.31026		-11.31026
0.03750		-11.28844		-11.28844
0.03760		-11.26662		-11.26663
0.03770		-11.24482		-11.24482
0.03780		-11.22301		-11.22301
0.03790		-11.20122		-11.20122
0.03800		-11.17943		-11.17943
0.03810		-11.15765		-11.15765
0.03820		-11.13588		-11.13588
0.03830		-11.11411		-11.11411
0.03840		-11.09235		-11.09235
0.03850		-11.07060		-11.07060
0.03860		-11.04886		-11.04886
0.03870		-11.02712		-11.02712
