#Time		Theta(t)
0		0.2
2		-10.7333
4		-57600.1
6		-3.04428e+08
8		-1.60896e+12
10		-8.50362e+15
12		-4.49432e+19
14		-2.37533e+23
16		-1.25541e+27
18		-6.63505e+30
20		-3.50675e+34
22		-1.85338e+38
24		-9.79545e+41
26		-5.17707e+45
28		-2.73618e+49
30		-1.44612e+53
32		-7.64301e+56
34		-4.03947e+60
36		-2.13493e+64
38		-1.12835e+68
40		-5.96354e+71
42		-3.15184e+75
44		-1.66581e+79
46		-8.80409e+82
48		-4.65312e+86
50		-2.45926e+90
52		-1.29976e+94
54		-6.86949e+97
56		-3.63065e+101
58		-1.91887e+105
60		-1.01416e+109
