#Time		Theta(t)
0		0.2
0.5		0.2375
1		0.321284
1.5		0.402226
2		0.433242
2.5		0.383013
3		0.24357
3.5		0.0309534
4		-0.220035
4.5		-0.464846
5		-0.659346
5.5		-0.768765
6		-0.77376
6.5		-0.672831
7		-0.481225
7.5		-0.227093
8		0.0539467
8.5		0.324656
9		0.551442
9.5		0.708351
10		0.779505
10.5		0.75996
11		0.655226
11.5		0.47976
12		0.254794
12.5		0.00578153
13		-0.240275
13.5		-0.457446
14		-0.623278
14.5		-0.720861
15		-0.740396
