# t	x(t) Midpt	 x(t)RK4
0.00	1.000000	1.000000
0.20	0.920000	0.921067
0.40	0.686400	0.696783
0.60	0.337088	0.362553
0.80	-0.070551	-0.028874
1.00	-0.469059	-0.415723
1.20	-0.792067	-0.736944
1.40	-0.985341	-0.941850
1.60	-1.015892	-0.998110
1.80	-0.877594	-0.896854
2.00	-0.592379	-0.654070
2.20	-0.206767	-0.308081
2.40	0.215719	0.086508
2.60	0.605013	0.467422
2.80	0.896125	0.774552
3.00	1.039984	0.959431
3.20	1.011711	0.992891
3.40	0.814908	0.869661
3.60	0.481245	0.609195
3.80	0.065367	0.252606
4.00	-0.364049	-0.143827
4.20	-0.735636	-0.517540
4.40	-0.987191	-0.809559
4.60	-1.076088	-0.973805
4.80	-0.986492	-0.984364
5.00	-0.732171	-0.839579
5.20	-0.354389	-0.562308
5.40	0.084781	-0.196314
5.60	0.512655	0.200640
5.80	0.857961	0.565909
6.00	1.062712	0.841851
6.20	1.091939	0.984924
6.40	0.939653	0.972558
6.60	0.630035	0.806712
6.80	0.213598	0.513567
7.00	-0.241048	0.139392
7.20	-0.658492	-0.256760
7.40	-0.969036	-0.612370
7.60	-1.120319	-0.871321
7.80	-1.086149	-0.992755
8.00	-0.871026	-0.957513
8.20	-0.509587	-0.771168
8.40	-0.061039	-0.463135
8.60	0.400536	-0.082031
8.80	0.798416	0.311998
9.00	1.065986	0.656767
9.20	1.157888	0.897873
9.40	1.057707	0.997270
9.60	0.780881	0.939282
9.80	0.372345	0.733069
10.00	-0.100763	0.411180
