Time	y(t)
0.1280	0.991841
0.1290	0.991714
0.1300	0.991586
0.1310	0.991456
0.1320	0.991326
0.1330	0.991194
0.1340	0.991062
0.1350	0.990929
0.1360	0.990795
0.1370	0.990659
0.1380	0.990523
0.1390	0.990386
0.1400	0.990248
0.1410	0.990109
0.1420	0.989969
0.1430	0.989828
0.1440	0.989686
0.1450	0.989543
0.1460	0.989399
0.1470	0.989254
0.1480	0.989108
0.1490	0.988961
0.1500	0.988813
0.1510	0.988664
0.1520	0.988514
0.1530	0.988364
0.1540	0.988212
0.1550	0.988059
0.1560	0.987906
0.1570	0.987751
0.1580	0.987596
0.1590	0.987439
0.1600	0.987282
0.1610	0.987123
0.1620	0.986964
0.1630	0.986803
0.1640	0.986642
0.1650	0.986480
0.1660	0.986316
0.1670	0.986152
0.1680	0.985987
0.1690	0.985821
0.1700	0.985654
0.1710	0.985486
0.1720	0.985317
0.1730	0.985147
0.1740	0.984976
0.1750	0.984804
0.1760	0.984631
0.1770	0.984458
0.1780	0.984283
0.1790	0.984107
0.1800	0.983931
0.1810	0.983753
0.1820	0.983574
0.1830	0.983395
0.1840	0.983214
0.1850	0.983033
0.1860	0.982851
0.1870	0.982667
0.1880	0.982483
0.1890	0.982298
0.1900	0.982112
0.1910	0.981925
0.1920	0.981737
0.1930	0.981548
0.1940	0.981358
0.1950	0.981167
0.1960	0.980975
0.1970	0.980783
0.1980	0.980589
0.1990	0.980394
0.2000	0.980199
0.2010	0.980002
0.2020	0.979805
0.2030	0.979606
0.2040	0.979407
0.2050	0.979207
0.2060	0.979006
0.2070	0.978803
0.2080	0.978600
0.2090	0.978396
0.2100	0.978191
0.2110	0.977985
0.2120	0.977779
0.2130	0.977571
0.2140	0.977362
0.2150	0.977153
0.2160	0.976942
0.2170	0.976731
0.2180	0.976518
0.2190	0.976305
0.2200	0.976090
0.2210	0.975875
0.2220	0.975659
0.2230	0.975442
0.2240	0.975224
0.2250	0.975005
0.2260	0.974785
0.2270	0.974565
0.2280	0.974343
0.2290	0.974120
0.2300	0.973897
0.2310	0.973672
0.2320	0.973447
0.2330	0.973221
0.2340	0.972993
0.2350	0.972765
0.2360	0.972536
0.2370	0.972306
0.2380	0.972075
0.2390	0.971843
0.2400	0.971611
0.2410	0.971377
0.2420	0.971143
0.2430	0.970907
0.2440	0.970671
0.2450	0.970433
0.2460	0.970195
0.2470	0.969956
0.2480	0.969716
0.2490	0.969475
0.2500	0.969233
0.2510	0.968990
0.2520	0.968747
0.2530	0.968502
0.2540	0.968257
0.2550	0.968010
0.2560	0.967763
0.2570	0.967515
0.2580	0.967266
0.2590	0.967016
0.2600	0.966765
0.2610	0.966513
0.2620	0.966260
0.2630	0.966007
0.2640	0.965752
0.2650	0.965497
0.2660	0.965240
0.2670	0.964983
0.2680	0.964725
0.2690	0.964466
0.2700	0.964206
0.2710	0.963946
0.2720	0.963684
0.2730	0.963421
0.2740	0.963158
0.2750	0.962893
0.2760	0.962628
0.2770	0.962362
0.2780	0.962095
0.2790	0.961827
0.2800	0.961558
0.2810	0.961289
0.2820	0.961018
0.2830	0.960747
0.2840	0.960474
0.2850	0.960201
0.2860	0.959927
0.2870	0.959652
0.2880	0.959376
0.2890	0.959099
0.2900	0.958822
0.2910	0.958543
0.2920	0.958264
0.2930	0.957984
0.2940	0.957703
0.2950	0.957421
0.2960	0.957138
0.2970	0.956854
0.2980	0.956569
0.2990	0.956284
0.3000	0.955997
0.3010	0.955710
0.3020	0.955422
0.3030	0.955133
0.3040	0.954843
0.3050	0.954553
0.3060	0.954261
0.3070	0.953969
0.3080	0.953675
0.3090	0.953381
0.3100	0.953086
0.3110	0.952790
0.3120	0.952493
0.3130	0.952196
0.3140	0.951897
0.3150	0.951598
0.3160	0.951298
0.3170	0.950997
0.3180	0.950695
0.3190	0.950392
0.3200	0.950089
0.3210	0.949784
0.3220	0.949479
0.3230	0.949173
0.3240	0.948866
0.3250	0.948558
0.3260	0.948249
0.3270	0.947940
0.3280	0.947629
0.3290	0.947318
0.3300	0.947006
0.3310	0.946693
0.3320	0.946379
0.3330	0.946065
0.3340	0.945749
0.3350	0.945433
0.3360	0.945116
0.3370	0.944798
0.3380	0.944479
0.3390	0.944159
0.3400	0.943839
0.3410	0.943517
0.3420	0.943195
0.3430	0.942872
0.3440	0.942548
0.3450	0.942224
0.3460	0.941898
0.3470	0.941572
0.3480	0.941245
0.3490	0.940917
0.3500	0.940588
0.3510	0.940258
0.3520	0.939928
0.3530	0.939597
0.3540	0.939265
0.3550	0.938932
0.3560	0.938598
0.3570	0.938263
0.3580	0.937928
0.3590	0.937592
0.3600	0.937255
0.3610	0.936917
0.3620	0.936578
0.3630	0.936239
0.3640	0.935899
0.3650	0.935558
0.3660	0.935216
0.3670	0.934873
0.3680	0.934530
0.3690	0.934185
0.3700	0.933840
0.3710	0.933494
0.3720	0.933147
0.3730	0.932800
0.3740	0.932452
0.3750	0.932102
0.3760	0.931753
0.3770	0.931402
0.3780	0.931050
0.3790	0.930698
0.3800	0.930345
0.3810	0.929991
0.3820	0.929636
0.3830	0.929281
0.3840	0.928924
0.3850	0.928567
0.3860	0.928209
0.3870	0.927851
0.3880	0.927491
0.3890	0.927131
0.3900	0.926770
0.3910	0.926408
0.3920	0.926045
0.3930	0.925682
0.3940	0.925318
0.3950	0.924953
0.3960	0.924587
0.3970	0.924221
0.3980	0.923853
0.3990	0.923485
0.4000	0.923116
0.4010	0.922747
0.4020	0.922376
0.4030	0.922005
0.4040	0.921633
0.4050	0.921260
0.4060	0.920887
0.4070	0.920513
0.4080	0.920138
0.4090	0.919762
0.4100	0.919385
0.4110	0.919008
0.4120	0.918630
0.4130	0.918251
0.4140	0.917871
0.4150	0.917491
0.4160	0.917110
0.4170	0.916728
0.4180	0.916345
0.4190	0.915962
0.4200	0.915578
0.4210	0.915193
0.4220	0.914807
0.4230	0.914421
0.4240	0.914034
0.4250	0.913646
0.4260	0.913257
0.4270	0.912868
0.4280	0.912477
0.4290	0.912086
0.4300	0.911695
0.4310	0.911302
0.4320	0.910909
0.4330	0.910515
0.4340	0.910121
0.4350	0.909725
0.4360	0.909329
0.4370	0.908932
0.4380	0.908535
0.4390	0.908137
0.4400	0.907738
0.4410	0.907338
0.4420	0.906937
0.4430	0.906536
0.4440	0.906134
0.4450	0.905731
0.4460	0.905328
0.4470	0.904924
0.4480	0.904519
0.4490	0.904113
0.4500	0.903707
0.4510	0.903300
0.4520	0.902892
0.4530	0.902484
0.4540	0.902075
0.4550	0.901665
0.4560	0.901254
0.4570	0.900843
0.4580	0.900431
0.4590	0.900018
0.4600	0.899605
0.4610	0.899190
0.4620	0.898775
0.4630	0.898360
0.4640	0.897944
0.4650	0.897527
0.4660	0.897109
0.4670	0.896691
0.4680	0.896271
0.4690	0.895852
0.4700	0.895431
0.4710	0.895010
0.4720	0.894588
0.4730	0.894165
0.4740	0.893742
0.4750	0.893318
0.4760	0.892893
0.4770	0.892468
0.4780	0.892042
0.4790	0.891615
0.4800	0.891188
0.4810	0.890760
0.4820	0.890331
0.4830	0.889901
0.4840	0.889471
0.4850	0.889040
0.4860	0.888609
0.4870	0.888177
0.4880	0.887744
0.4890	0.887310
0.4900	0.886876
0.4910	0.886441
0.4920	0.886006
0.4930	0.885569
0.4940	0.885132
0.4950	0.884695
0.4960	0.884257
0.4970	0.883818
0.4980	0.883378
0.4990	0.882938
0.5000	0.882497
0.5010	0.882055
0.5020	0.881613
0.5030	0.881170
0.5040	0.880727
0.5050	0.880282
0.5060	0.879838
0.5070	0.879392
0.5080	0.878946
0.5090	0.878499
0.5100	0.878052
0.5110	0.877603
0.5120	0.877155
0.5130	0.876705
0.5140	0.876255
0.5150	0.875804
0.5160	0.875353
0.5170	0.874901
0.5180	0.874448
0.5190	0.873995
0.5200	0.873541
0.5210	0.873087
0.5220	0.872631
0.5230	0.872176
0.5240	0.871719
0.5250	0.871262
0.5260	0.870804
0.5270	0.870346
0.5280	0.869887
0.5290	0.869427
0.5300	0.868967
0.5310	0.868506
0.5320	0.868045
0.5330	0.867583
0.5340	0.867120
0.5350	0.866657
0.5360	0.866193
0.5370	0.865728
0.5380	0.865263
0.5390	0.864797
0.5400	0.864331
0.5410	0.863864
0.5420	0.863396
0.5430	0.862928
0.5440	0.862459
0.5450	0.861989
0.5460	0.861519
0.5470	0.861048
0.5480	0.860577
0.5490	0.860105
0.5500	0.859633
0.5510	0.859160
0.5520	0.858686
0.5530	0.858212
0.5540	0.857737
0.5550	0.857261
0.5560	0.856785
0.5570	0.856309
0.5580	0.855831
0.5590	0.855353
0.5600	0.854875
0.5610	0.854396
0.5620	0.853916
0.5630	0.853436
0.5640	0.852955
0.5650	0.852474
0.5660	0.851992
0.5670	0.851510
0.5680	0.851027
0.5690	0.850543
0.5700	0.850059
0.5710	0.849574
0.5720	0.849088
0.5730	0.848602
0.5740	0.848116
0.5750	0.847629
0.5760	0.847141
0.5770	0.846653
0.5780	0.846164
0.5790	0.845675
0.5800	0.845185
0.5810	0.844694
0.5820	0.844203
0.5830	0.843712
0.5840	0.843219
0.5850	0.842727
0.5860	0.842233
0.5870	0.841740
0.5880	0.841245
0.5890	0.840750
0.5900	0.840255
0.5910	0.839759
0.5920	0.839262
0.5930	0.838765
0.5940	0.838268
0.5950	0.837769
0.5960	0.837271
0.5970	0.836771
0.5980	0.836271
0.5990	0.835771
0.6000	0.835270
0.6010	0.834769
0.6020	0.834267
0.6030	0.833764
0.6040	0.833261
0.6050	0.832758
0.6060	0.832254
0.6070	0.831749
0.6080	0.831244
0.6090	0.830738
0.6100	0.830232
0.6110	0.829725
0.6120	0.829218
0.6130	0.828710
0.6140	0.828202
0.6150	0.827693
0.6160	0.827184
0.6170	0.826674
0.6180	0.826164
0.6190	0.825653
0.6200	0.825142
0.6210	0.824630
0.6220	0.824118
0.6230	0.823605
0.6240	0.823091
0.6250	0.822578
0.6260	0.822063
0.6270	0.821548
0.6280	0.821033
0.6290	0.820517
0.6300	0.820001
0.6310	0.819484
0.6320	0.818967
0.6330	0.818449
0.6340	0.817930
0.6350	0.817412
0.6360	0.816892
0.6370	0.816373
0.6380	0.815852
0.6390	0.815331
0.6400	0.814810
0.6410	0.814289
0.6420	0.813766
0.6430	0.813244
0.6440	0.812721
0.6450	0.812197
0.6460	0.811673
0.6470	0.811148
0.6480	0.810623
0.6490	0.810098
0.6500	0.809572
0.6510	0.809045
0.6520	0.808518
0.6530	0.807991
0.6540	0.807463
0.6550	0.806935
0.6560	0.806406
0.6570	0.805877
0.6580	0.805347
0.6590	0.804817
0.6600	0.804286
0.6610	0.803755
0.6620	0.803224
0.6630	0.802692
0.6640	0.802159
0.6650	0.801626
0.6660	0.801093
0.6670	0.800559
0.6680	0.800025
0.6690	0.799491
0.6700	0.798956
0.6710	0.798420
0.6720	0.797884
0.6730	0.797348
0.6740	0.796811
0.6750	0.796274
0.6760	0.795736
0.6770	0.795198
0.6780	0.794659
0.6790	0.794120
0.6800	0.793581
0.6810	0.793041
0.6820	0.792501
0.6830	0.791960
0.6840	0.791419
0.6850	0.790877
0.6860	0.790335
0.6870	0.789793
0.6880	0.789250
0.6890	0.788707
0.6900	0.788163
0.6910	0.787619
0.6920	0.787075
0.6930	0.786530
0.6940	0.785985
0.6950	0.785439
0.6960	0.784893
0.6970	0.784346
0.6980	0.783800
0.6990	0.783252
0.7000	0.782705
0.7010	0.782156
0.7020	0.781608
0.7030	0.781059
0.7040	0.780510
0.7050	0.779960
0.7060	0.779410
0.7070	0.778860
0.7080	0.778309
0.7090	0.777758
0.7100	0.777206
0.7110	0.776654
0.7120	0.776101
0.7130	0.775549
0.7140	0.774996
0.7150	0.774442
0.7160	0.773888
0.7170	0.773334
0.7180	0.772779
0.7190	0.772224
0.7200	0.771669
0.7210	0.771113
0.7220	0.770557
0.7230	0.770000
0.7240	0.769443
0.7250	0.768886
0.7260	0.768328
0.7270	0.767770
0.7280	0.767212
0.7290	0.766653
0.7300	0.766094
0.7310	0.765535
0.7320	0.764975
0.7330	0.764415
0.7340	0.763854
0.7350	0.763294
0.7360	0.762732
0.7370	0.762171
0.7380	0.761609
0.7390	0.761047
0.7400	0.760484
0.7410	0.759921
0.7420	0.759358
0.7430	0.758794
0.7440	0.758230
0.7450	0.757666
0.7460	0.757101
0.7470	0.756536
0.7480	0.755971
0.7490	0.755406
0.7500	0.754840
0.7510	0.754273
0.7520	0.753707
0.7530	0.753140
0.7540	0.752572
0.7550	0.752005
0.7560	0.751437
0.7570	0.750869
0.7580	0.750300
0.7590	0.749731
0.7600	0.749162
0.7610	0.748593
0.7620	0.748023
0.7630	0.747453
0.7640	0.746882
0.7650	0.746311
0.7660	0.745740
0.7670	0.745169
0.7680	0.744597
0.7690	0.744025
0.7700	0.743453
0.7710	0.742880
0.7720	0.742307
0.7730	0.741734
0.7740	0.741161
0.7750	0.740587
0.7760	0.740013
0.7770	0.739438
0.7780	0.738864
0.7790	0.738289
0.7800	0.737713
0.7810	0.737138
0.7820	0.736562
0.7830	0.735986
0.7840	0.735409
0.7850	0.734833
0.7860	0.734256
0.7870	0.733678
0.7880	0.733101
0.7890	0.732523
0.7900	0.731945
0.7910	0.731367
0.7920	0.730788
0.7930	0.730209
0.7940	0.729630
0.7950	0.729050
0.7960	0.728471
0.7970	0.727891
0.7980	0.727310
0.7990	0.726730
0.8000	0.726149
0.8010	0.725568
0.8020	0.724987
0.8030	0.724405
0.8040	0.723823
0.8050	0.723241
0.8060	0.722659
0.8070	0.722076
0.8080	0.721493
0.8090	0.720910
0.8100	0.720327
0.8110	0.719743
0.8120	0.719160
0.8130	0.718575
0.8140	0.717991
0.8150	0.717407
0.8160	0.716822
0.8170	0.716237
0.8180	0.715651
0.8190	0.715066
0.8200	0.714480
0.8210	0.713894
0.8220	0.713308
0.8230	0.712722
0.8240	0.712135
0.8250	0.711548
0.8260	0.710961
0.8270	0.710373
0.8280	0.709786
0.8290	0.709198
0.8300	0.708610
0.8310	0.708022
0.8320	0.707433
0.8330	0.706845
0.8340	0.706256
0.8350	0.705667
0.8360	0.705077
0.8370	0.704488
0.8380	0.703898
0.8390	0.703308
0.8400	0.702718
0.8410	0.702127
0.8420	0.701537
0.8430	0.700946
0.8440	0.700355
0.8450	0.699764
0.8460	0.699172
0.8470	0.698581
0.8480	0.697989
0.8490	0.697397
0.8500	0.696805
0.8510	0.696212
0.8520	0.695620
0.8530	0.695027
0.8540	0.694434
0.8550	0.693841
0.8560	0.693248
0.8570	0.692654
0.8580	0.692060
0.8590	0.691467
0.8600	0.690872
0.8610	0.690278
0.8620	0.689684
0.8630	0.689089
0.8640	0.688494
0.8650	0.687900
0.8660	0.687304
0.8670	0.686709
0.8680	0.686114
0.8690	0.685518
0.8700	0.684922
0.8710	0.684326
0.8720	0.683730
0.8730	0.683134
0.8740	0.682537
0.8750	0.681941
0.8760	0.681344
0.8770	0.680747
0.8780	0.680150
0.8790	0.679553
0.8800	0.678955
0.8810	0.678358
0.8820	0.677760
0.8830	0.677162
0.8840	0.676564
0.8850	0.675966
0.8860	0.675368
0.8870	0.674769
0.8880	0.674171
0.8890	0.673572
0.8900	0.672973
0.8910	0.672374
0.8920	0.671775
0.8930	0.671176
0.8940	0.670576
0.8950	0.669977
0.8960	0.669377
0.8970	0.668777
0.8980	0.668177
0.8990	0.667577
0.9000	0.666977
0.9010	0.666376
0.9020	0.665776
0.9030	0.665175
0.9040	0.664575
0.9050	0.663974
0.9060	0.663373
0.9070	0.662772
0.9080	0.662171
0.9090	0.661569
0.9100	0.660968
0.9110	0.660366
0.9120	0.659765
0.9130	0.659163
0.9140	0.658561
0.9150	0.657959
0.9160	0.657357
0.9170	0.656755
0.9180	0.656153
0.9190	0.655550
0.9200	0.654948
0.9210	0.654345
0.9220	0.653742
0.9230	0.653140
0.9240	0.652537
0.9250	0.651934
0.9260	0.651331
0.9270	0.650727
0.9280	0.650124
0.9290	0.649521
0.9300	0.648917
0.9310	0.648314
0.9320	0.647710
0.9330	0.647106
0.9340	0.646503
0.9350	0.645899
0.9360	0.645295
0.9370	0.644691
0.9380	0.644087
0.9390	0.643482
0.9400	0.642878
0.9410	0.642274
0.9420	0.641669
0.9430	0.641065
0.9440	0.640460
0.9450	0.639856
0.9460	0.639251
0.9470	0.638646
0.9480	0.638041
0.9490	0.637437
0.9500	0.636832
0.9510	0.636227
0.9520	0.635622
0.9530	0.635016
0.9540	0.634411
0.9550	0.633806
0.9560	0.633201
0.9570	0.632595
0.9580	0.631990
0.9590	0.631384
0.9600	0.630779
0.9610	0.630173
0.9620	0.629568
0.9630	0.628962
0.9640	0.628356
0.9650	0.627750
0.9660	0.627145
0.9670	0.626539
0.9680	0.625933
0.9690	0.625327
0.9700	0.624721
0.9710	0.624115
0.9720	0.623509
0.9730	0.622903
0.9740	0.622297
0.9750	0.621691
0.9760	0.621085
0.9770	0.620478
0.9780	0.619872
0.9790	0.619266
0.9800	0.618660
0.9810	0.618053
0.9820	0.617447
0.9830	0.616841
0.9840	0.616234
0.9850	0.615628
0.9860	0.615022
0.9870	0.614415
0.9880	0.613809
0.9890	0.613202
0.9900	0.612596
0.9910	0.611989
0.9920	0.611383
0.9930	0.610776
0.9940	0.610170
0.9950	0.609563
0.9960	0.608957
0.9970	0.608350
0.9980	0.607744
0.9990	0.607137
1.0000	0.606531
1.0010	0.605924
1.0020	0.605318
1.0030	0.604711
1.0040	0.604105
1.0050	0.603498
1.0060	0.602892
1.0070	0.602285
1.0080	0.601679
1.0090	0.601072
1.0100	0.600466
1.0110	0.599859
1.0120	0.599253
1.0130	0.598646
1.0140	0.598040
1.0150	0.597433
1.0160	0.596827
1.0170	0.596221
1.0180	0.595614
1.0190	0.595008
1.0200	0.594402
1.0210	0.593795
1.0220	0.593189
1.0230	0.592583
1.0240	0.591977
1.0250	0.591371
1.0260	0.590764
1.0270	0.590158
1.0280	0.589552
1.0290	0.588946
1.0300	0.588340
1.0310	0.587734
1.0320	0.587128
1.0330	0.586522
1.0340	0.585916
1.0350	0.585311
1.0360	0.584705
1.0370	0.584099
1.0380	0.583493
1.0390	0.582888
1.0400	0.582282
1.0410	0.581677
1.0420	0.581071
1.0430	0.580466
1.0440	0.579860
1.0450	0.579255
1.0460	0.578650
1.0470	0.578044
1.0480	0.577439
1.0490	0.576834
1.0500	0.576229
1.0510	0.575624
1.0520	0.575019
1.0530	0.574414
1.0540	0.573809
1.0550	0.573205
1.0560	0.572600
1.0570	0.571995
1.0580	0.571391
1.0590	0.570786
1.0600	0.570182
1.0610	0.569577
1.0620	0.568973
1.0630	0.568369
1.0640	0.567765
1.0650	0.567161
1.0660	0.566557
1.0670	0.565953
1.0680	0.565349
1.0690	0.564745
1.0700	0.564142
1.0710	0.563538
1.0720	0.562934
1.0730	0.562331
1.0740	0.561728
1.0750	0.561124
1.0760	0.560521
1.0770	0.559918
1.0780	0.559315
1.0790	0.558712
1.0800	0.558110
1.0810	0.557507
1.0820	0.556904
1.0830	0.556302
1.0840	0.555699
1.0850	0.555097
1.0860	0.554495
1.0870	0.553893
1.0880	0.553291
1.0890	0.552689
1.0900	0.552087
1.0910	0.551485
1.0920	0.550883
1.0930	0.550282
1.0940	0.549681
1.0950	0.549079
1.0960	0.548478
1.0970	0.547877
1.0980	0.547276
1.0990	0.546675
1.1000	0.546074
1.1010	0.545474
1.1020	0.544873
1.1030	0.544273
1.1040	0.543673
1.1050	0.543072
1.1060	0.542472
1.1070	0.541873
1.1080	0.541273
1.1090	0.540673
1.1100	0.540074
1.1110	0.539474
1.1120	0.538875
1.1130	0.538276
1.1140	0.537677
1.1150	0.537078
1.1160	0.536479
1.1170	0.535880
1.1180	0.535282
1.1190	0.534683
1.1200	0.534085
1.1210	0.533487
1.1220	0.532889
1.1230	0.532291
1.1240	0.531694
1.1250	0.531096
1.1260	0.530499
1.1270	0.529901
1.1280	0.529304
1.1290	0.528707
1.1300	0.528110
1.1310	0.527514
1.1320	0.526917
1.1330	0.526321
1.1340	0.525724
1.1350	0.525128
1.1360	0.524532
1.1370	0.523937
1.1380	0.523341
1.1390	0.522746
1.1400	0.522150
1.1410	0.521555
1.1420	0.520960
1.1430	0.520365
1.1440	0.519770
1.1450	0.519176
1.1460	0.518582
1.1470	0.517987
1.1480	0.517393
1.1490	0.516799
1.1500	0.516206
1.1510	0.515612
1.1520	0.515019
1.1530	0.514426
1.1540	0.513832
1.1550	0.513240
1.1560	0.512647
1.1570	0.512054
1.1580	0.511462
1.1590	0.510870
1.1600	0.510278
1.1610	0.509686
1.1620	0.509094
1.1630	0.508503
1.1640	0.507912
1.1650	0.507320
1.1660	0.506729
1.1670	0.506139
1.1680	0.505548
1.1690	0.504958
1.1700	0.504368
1.1710	0.503778
1.1720	0.503188
1.1730	0.502598
1.1740	0.502009
1.1750	0.501419
1.1760	0.500830
1.1770	0.500241
1.1780	0.499653
1.1790	0.499064
1.1800	0.498476
1.1810	0.497888
1.1820	0.497300
1.1830	0.496712
1.1840	0.496125
1.1850	0.495537
1.1860	0.494950
1.1870	0.494363
1.1880	0.493777
1.1890	0.493190
1.1900	0.492604
1.1910	0.492018
1.1920	0.491432
1.1930	0.490846
1.1940	0.490261
1.1950	0.489675
1.1960	0.489090
1.1970	0.488506
1.1980	0.487921
1.1990	0.487336
1.2000	0.486752
1.2010	0.486168
1.2020	0.485584
1.2030	0.485001
1.2040	0.484418
1.2050	0.483834
1.2060	0.483252
1.2070	0.482669
1.2080	0.482086
1.2090	0.481504
1.2100	0.480922
1.2110	0.480340
1.2120	0.479759
1.2130	0.479177
1.2140	0.478596
1.2150	0.478015
1.2160	0.477435
1.2170	0.476854
1.2180	0.476274
1.2190	0.475694
1.2200	0.475114
1.2210	0.474535
1.2220	0.473955
1.2230	0.473376
1.2240	0.472798
1.2250	0.472219
1.2260	0.471641
1.2270	0.471062
1.2280	0.470485
1.2290	0.469907
1.2300	0.469330
1.2310	0.468752
1.2320	0.468176
1.2330	0.467599
1.2340	0.467022
1.2350	0.466446
1.2360	0.465870
1.2370	0.465295
1.2380	0.464719
1.2390	0.464144
1.2400	0.463569
1.2410	0.462994
1.2420	0.462420
1.2430	0.461846
1.2440	0.461272
1.2450	0.460698
1.2460	0.460125
1.2470	0.459551
1.2480	0.458978
1.2490	0.458406
1.2500	0.457833
1.2510	0.457261
1.2520	0.456689
1.2530	0.456118
1.2540	0.455546
1.2550	0.454975
1.2560	0.454404
1.2570	0.453834
1.2580	0.453263
1.2590	0.452693
1.2600	0.452123
1.2610	0.451554
1.2620	0.450985
1.2630	0.450416
1.2640	0.449847
1.2650	0.449278
1.2660	0.448710
1.2670	0.448142
1.2680	0.447575
1.2690	0.447007
1.2700	0.446440
1.2710	0.445873
1.2720	0.445307
1.2730	0.444740
1.2740	0.444174
1.2750	0.443609
1.2760	0.443043
1.2770	0.442478
1.2780	0.441913
1.2790	0.441348
1.2800	0.440784
1.2810	0.440220
1.2820	0.439656
1.2830	0.439093
1.2840	0.438530
1.2850	0.437967
1.2860	0.437404
1.2870	0.436842
1.2880	0.436280
1.2890	0.435718
1.2900	0.435156
1.2910	0.434595
1.2920	0.434034
1.2930	0.433474
1.2940	0.432913
1.2950	0.432353
1.2960	0.431793
1.2970	0.431234
1.2980	0.430675
1.2990	0.430116
1.3000	0.429557
1.3010	0.428999
1.3020	0.428441
1.3030	0.427883
1.3040	0.427326
1.3050	0.426769
1.3060	0.426212
1.3070	0.425656
1.3080	0.425100
1.3090	0.424544
1.3100	0.423988
1.3110	0.423433
1.3120	0.422878
1.3130	0.422323
1.3140	0.421769
1.3150	0.421215
1.3160	0.420661
1.3170	0.420108
1.3180	0.419554
1.3190	0.419002
1.3200	0.418449
1.3210	0.417897
1.3220	0.417345
1.3230	0.416793
1.3240	0.416242
1.3250	0.415691
1.3260	0.415141
1.3270	0.414590
1.3280	0.414040
1.3290	0.413491
1.3300	0.412941
1.3310	0.412392
1.3320	0.411843
1.3330	0.411295
1.3340	0.410747
1.3350	0.410199
1.3360	0.409652
1.3370	0.409105
1.3380	0.408558
1.3390	0.408011
1.3400	0.407465
1.3410	0.406919
1.3420	0.406374
1.3430	0.405829
1.3440	0.405284
1.3450	0.404739
1.3460	0.404195
1.3470	0.403651
1.3480	0.403108
1.3490	0.402564
1.3500	0.402021
1.3510	0.401479
1.3520	0.400937
1.3530	0.400395
1.3540	0.399853
1.3550	0.399312
1.3560	0.398771
1.3570	0.398230
1.3580	0.397690
1.3590	0.397150
1.3600	0.396611
1.3610	0.396072
1.3620	0.395533
1.3630	0.394994
1.3640	0.394456
1.3650	0.393918
1.3660	0.393380
1.3670	0.392843
1.3680	0.392306
1.3690	0.391770
1.3700	0.391234
1.3710	0.390698
1.3720	0.390162
1.3730	0.389627
1.3740	0.389093
1.3750	0.388558
1.3760	0.388024
1.3770	0.387490
1.3780	0.386957
1.3790	0.386424
1.3800	0.385891
1.3810	0.385359
1.3820	0.384827
1.3830	0.384295
1.3840	0.383764
1.3850	0.383233
1.3860	0.382702
1.3870	0.382172
1.3880	0.381642
1.3890	0.381113
1.3900	0.380583
1.3910	0.380055
1.3920	0.379526
1.3930	0.378998
1.3940	0.378470
1.3950	0.377943
1.3960	0.377416
1.3970	0.376889
