# t	x(t) Midpt	 x(t)RK4
0.00	1.000000	1.000000
0.40	0.680000	0.721131
0.80	-0.033216	0.115373
1.20	-0.591951	-0.423197
1.60	-0.652982	-0.620405
2.00	-0.268061	-0.443305
2.40	0.223840	-0.066463
2.80	0.475456	0.265738
3.20	0.363909	0.384861
3.60	0.030847	0.272471
4.00	-0.260930	0.038065
4.40	-0.324879	-0.166817
4.80	-0.160719	-0.238719
5.20	0.079947	-0.167442
5.60	0.222733	-0.021653
6.00	0.190766	0.104690
6.40	0.037759	0.148055
6.80	-0.111983	0.102881
7.20	-0.159397	0.012219
7.60	-0.091916	-0.065683
8.00	0.024220	-0.091815
8.40	0.102680	-0.063202
8.80	0.098234	-0.006828
9.20	0.029229	0.041199
9.60	-0.046424	0.056932
10.00	-0.077136	0.038819
