#Time		Theta(t)
0		0.2
2		0.8
4		-0.647153
6		-1.36327
8		2.71161
10		-3.47857
12		4.18115
14		-0.583744
16		-10.7056
18		26.2451
20		-38.0675
22		31.9017
24		15.7367
26		-121.29
28		262.529
30		-351.54
32		224.615
34		316.738
36		-1355.74
38		2596.97
40		-3100.97
42		1261.53
44		4597.22
46		-14649.1
48		25130
50		-26199.9
52		2675.56
54		58808.8
56		-153713
58		237261
60		-208868
