#Variational ground state energy for various s values
#s		beta		Eg 
0.00		2.6531		-78.3921
0.50		8.9796		-14.6319
1.00		3.2653		-30.6998
1.50		3.4694		-31.7744
2.00		3.4694		-30.6614
2.50		8.3673		-29.2098
1.35		6.3265		-31.7528
1.40		2.8571		-31.5855
1.45		2.0408		-31.6666
1.50		4.4898		-31.6207

