#Time		Theta(t)
0		0.2
1		0.0666667
2		-1.02813
3		-13.0782
4		-149.132
5		-1688.14
6		-19099.3
7		-216078
8		-2.44458e+06
9		-2.76564e+07
10		-3.12887e+08
11		-3.5398e+09
12		-4.00471e+10
13		-4.53068e+11
14		-5.12572e+12
15		-5.79892e+13
16		-6.56053e+14
17		-7.42217e+15
18		-8.39697e+16
19		-9.4998e+17
20		-1.07475e+19
21		-1.2159e+20
22		-1.37559e+21
23		-1.55626e+22
24		-1.76065e+23
25		-1.99189e+24
26		-2.2535e+25
27		-2.54947e+26
28		-2.88431e+27
29		-3.26312e+28
30		-3.69169e+29
