#Time		Theta(t)
0		0.2
1		-0.391667
2		-159.789
3		-44549
4		-1.24075e+07
5		-3.45565e+09
6		-9.62442e+11
7		-2.68052e+14
8		-7.4656e+16
9		-2.07926e+19
10		-5.79102e+21
11		-1.61287e+24
12		-4.49205e+26
13		-1.25109e+29
14		-3.48446e+31
15		-9.70466e+33
16		-2.70287e+36
17		-7.52784e+38
18		-2.0966e+41
19		-5.8393e+43
20		-1.62632e+46
21		-4.5295e+48
22		-1.26152e+51
23		-3.51351e+53
24		-9.78557e+55
25		-2.72541e+58
26		-7.5906e+60
27		-2.11408e+63
28		-5.88798e+65
29		-1.63988e+68
30		-4.56727e+70
