#Time		Theta(t)
0		0.2
2		-0.2
4		-64.6
6		-11469.8
8		-2.03226e+06
10		-3.60079e+08
12		-6.37993e+10
14		-1.13041e+13
16		-2.00287e+15
18		-3.54872e+17
20		-6.28769e+19
22		-1.11406e+22
24		-1.97391e+24
26		-3.49741e+26
28		-6.19677e+28
30		-1.09795e+31
32		-1.94537e+33
34		-3.44685e+35
36		-6.10718e+37
38		-1.08208e+40
40		-1.91725e+42
42		-3.39701e+44
44		-6.01887e+46
46		-1.06643e+49
48		-1.88952e+51
50		-3.34789e+53
52		-5.93185e+55
54		-1.05101e+58
56		-1.8622e+60
58		-3.29948e+62
60		-5.84608e+64
