#Time		Theta(t)
0		0.2
1		0.1
2		-0.4
3		-4.025
4		-31.7125
5		-244.4
6		-1879.2
7		-14445.7
8		-111043
9		-853582
10		-6.56143e+06
11		-5.04372e+07
12		-3.87708e+08
13		-2.98028e+09
14		-2.29092e+10
15		-1.76102e+11
16		-1.35368e+12
17		-1.04057e+13
18		-7.99876e+13
19		-6.14859e+14
20		-4.72638e+15
21		-3.63314e+16
22		-2.79277e+17
23		-2.14678e+18
24		-1.65022e+19
25		-1.26851e+20
26		-9.75095e+20
27		-7.49549e+21
28		-5.76173e+22
29		-4.429e+23
30		-3.40454e+24
