#Time		Theta(t)
0		0.2
0.5		0.165104
1		-0.171016
1.5		-4.45797
2		-60.4912
2.5		-794.206
3		-10402.9
3.5		-136240
4		-1.78422e+06
4.5		-2.33664e+07
5		-3.06009e+08
5.5		-4.00753e+09
6		-5.24832e+10
6.5		-6.87326e+11
7		-9.00132e+12
7.5		-1.17882e+14
8		-1.5438e+15
8.5		-2.02179e+16
9		-2.64776e+17
9.5		-3.46754e+18
10		-4.54113e+19
10.5		-5.94712e+20
11		-7.78843e+21
11.5		-1.01998e+23
12		-1.33578e+24
12.5		-1.74936e+25
13		-2.29098e+26
13.5		-3.0003e+27
14		-3.92924e+28
14.5		-5.14578e+29
15		-6.73898e+30
