#Time		Theta(t)
0		0.2
1		0.142857
2		0.0367347
3		-0.0297376
4		-0.0412328
5		-0.0225977
6		-0.00169827
7		0.00822908
8		0.00778133
9		0.00314296
10		-0.000640888
11		-0.00189632
12		-0.00135075
13		-0.000345077
14		0.000283112
15		0.000390557
16		0.00021343
17		1.55581e-05
18		-7.81344e-05
19		-7.36401e-05
20		-2.96339e-05
21		6.15954e-06
22		1.79798e-05
23		1.27715e-05
24		3.24135e-06
25		-2.6952e-06
26		-3.69932e-06
27		-2.01576e-06
28		-1.42371e-07
29		7.41865e-07
30		6.969e-07
